full_text,clean,Label
@KPK_RI @KejaksaanRI USUT BGN Usut MBG PROGRAM BIKIN TAI BONUS RACUN. @garudatvnews @Dahnilanzar @Gerindra @DPR_RI @puanmaharani_ri,usut bgn usut mbg program bikin tai bonus racun,Negatif
@Tan_Mar3M @prabowo Mblunder Mosok anake sekul di anter mbl mahal harus makan mbg .. Jujur mikirku sama spt adek yg di omong bundanya ini Wis pak serahin kantin sekolah aja atau kalau swasta ora usah Beneran @prabowo,mblunder mosok anake sekul anter mbl mahal makan mbg jujur mikirku spt adek yg omong bunda wis serahin kantin sekolah aja swasta ora beneran,Positif
Setiap anak yang kenyang dengan gizi seimbang akan lebih siap belajar dan berprestasi Itulah kenapa MBG sangat penting bagi generasi emas Indonesia! #DukungMBG #GenerasiSehat,anak kenyang gizi imbang ajar prestasi mbg generasi emas indonesia,Negatif
rill sd adik sepupuku jg dpt jatah mbg tp adikku katanya gmw mkn soalnya takut se kecil dia aj dah sadar kalau banyak yg kena kasus : ),rill sd adik sepupu jg dpt jatah mbg tp adik gmw mkn takut aj dah sadar yg kena,Negatif
Ah.... knp kmrn g kek gni sblm mbg d sekolah anak ku...tau2 ada aja mbg d sekolah g konfirm dl ke walmur pdhl ada bnyak sekolah yg lbh membutuhkan mbg itu drpd sekolah anak ku...,ah knp kmrn g kek gni sblm mbg d sekolah anak ku tau aja mbg d sekolah g konfirm dl walmur pdhl bnyak sekolah yg lbh butuh mbg drpd sekolah anak ku,Positif
Pemkab Garut Keluarkan Status Kejadian Luar Biasa Dampak Ratusan Siswa Keracunan MBG https://t.co/B8rfvibZfM,pemkab garut keluar status jadi dampak ratus siswa racun mbg,Negatif
@realmadridindo1 apakah omon omon xabi tentang MBG (MENJUARAI BERBAGAI GELAR) hanyalah ilusi sim?,omon omon xabi mbg juara gelar ilusi sim,Positif
DANA MBG LEBIH BAIK UNTUK HAL LAIN PLIS SALAH SATUNYA UNTUK GEMPA KAYAK GINI Biar lebih cepat info dll hdh kesel,dana mbg plis salah satu gempa kayak gin biar cepat info dll hdh kesel,Negatif
INI APALAGI ... BANGSAT EMANG KALIAN BGN MBG NGRUSAK TATANAN @Dahnilanzar @prabowo,bangsat emang bgn mbg ngrusak tatanan,Negatif
@Maudy_Apain Jelas koruptor yang tidak bisa melihat kejahatan kemanusiaan yang telah memaksakan MBG walau telah menelan korban siswa sekolah keracunan di beberapa daerah. Mata dibutakan karena fulus besar .,koruptor jahat manusia paksa mbg tel korban siswa sekolah racun daerah mata buta fulus,Negatif
Setsuko udah mah kelaparan dikasih mbg ‍,setsuko udah mah lapar kasih mbg,Negatif
Gue sedih bgt anjir barusan lihat konten guru yg harus kerja bbrp job cuma buat bertahan hidup Sementara pemerintah kontol malah naikin dana MBG jadi 1 2T per hari anjinggg,gue sedih bgt anjir barusan lihat konten guru yg kerja bbrp job tahan hidup perintah kontol naikin dana mbg t anjinggg,Positif
Meme ngeneki tak gawe status kiro2 bolo2 sing kerjo mbg tersinggung gak yo?,meme ngeneki gawe status kiro bolo sing kerjo mbg singgung gak yo,Positif
@SmileyNDeLight @RickyKardjono @NgkongRoses @_satrio_aji_ @JokoS1561615 @feroferraferri @PrabawantaSri @PCReborn172737 @4rios16 @elsaday__ @ctan666 Itu bukti lae tdk MBG,bukti lae tdk mbg,Negatif
@JJRizal Bapak diminta menghadap presiden sekaligus mencicipi MBG.,hadap presiden cicip mbg,Positif
Kemenkes siapkan ahli gizi untuk melindungi anak anak. Pemngawasan terhadap gizi sangat diperlukan agar anak anak tetap aman mengkonsumsi #mbg #gasssnow https://t.co/CHvWZHMvbd,kemenkes siap ahli gizi lindung anak anak pemngawasan gizi anak anak aman konsumsi,Negatif
gempa 6sr waktu TENGAH MALEM dan berita baru muncul setelah kejadian mending tambahin anggaran buat mitigasi bencana daripada mbg triliunan lu yang beracun itu blok @prabowo https://t.co/TBuGisZDHH,gempa sr malem berita muncul jadi mending tambahin anggar mitigasi bencana mbg triliun lu racun blok,Negatif
kok bisa ya teman gue ini belom 'melek' apa yg terjadi di negara ini. like dia posting video anak kebagian MBG yg isi nya sepotong daging dan dua lembar selada dengan caption nah ini anak yg bersyukur bukan anak yang kesetanan c'mon ini bukan soal bersyukur lho -,ya teman gue bom melek yg negara like posting video anak bagi mbg yg isi nya potong daging lembar selada caption anak yg syukur anak setan c mon syukur lho,Negatif
Mbg salah sasaran Proyek yg bancakan buat elit politik hanya korbankan generasi bangsa,mbg salah sasar proyek yg bancak elit politik korban generasi bangsa,Negatif
@NgkongRoses Kira2 klo tau tuh makanan MBG beracun trus anaknya gak mau makan di tabok ga ya cuma nanya loh,klo tau tuh makan mbg racun trus anak gak makan tabok ga ya nanya loh,Negatif
@mwelatiuw @Jejedrea21 humor kak jeje tipis kali setipis semangka mbg,humor kak jeje tipis kali setip semangka mbg,Negatif
@prabowo Anak buah Om Wowo banyak yg korup laporan yang penting Asal Bapak Senang. Alhasil banyak anak keracunan MBG. Coba tiru tuh China langsung sikat gak peduli dia background tentara atau kagak. https://t.co/OWTsE1MxgY,anak buah om wowo yg korup lapor senang alhasil anak racun mbg coba tiru tuh china langsung sikat gak peduli background tentara kagak,Negatif
Tak ada negara maju tanpa generasi sehat Program Makan Bergizi Gratis bukan sekadar program makan tapi pondasi kemandirian dan kejayaan Indonesia di masa depan. Negara2 maju sudah lama melakukan ini. Kini saatnya Indonesia menyusul! Dukung MBG dukung Indonesia yang lebih kuat,negara maju generasi sehat program makan gizi gratis program makan pondasi mandiri jaya indonesia negara maju indonesia susul dukung mbg dukung indonesia kuat,Positif
Jatah preman Wakil partai Gerindra Up. Presiden @prabowo legit jugaa MBG racunnya emang Ketum gak mau nyobain? ,jatah preman wakil partai gerindra up presiden legit jugaa mbg racun emang tum gak nyobain,Positif
Tidak ada anak yang boleh kalah hanya karena perutnya kosong MBG memastikan tidak ada lagi kesenjangan gizi di sekolah-sekolah. Setiap anak berhak punya energi untuk mengejar cita-cita #DukungMBG #MakanBergiziGratis,anak kalah perut kosong mbg senjang gizi sekolah sekolah anak hak energi kejar cita cita,Negatif
Jutaan anak Indonesia mengalami hal ini setiap hari. MBG (Makan Bergizi Gratis) adalah harapan baru agar tak ada lagi anak yang belajar dalam kondisi lapar. Karena setiap anak berhak untuk: Belajar dengan fokus Tumbuh dengan sehat Bermimpi setinggi langit,juta anak indonesia alami mbg makan gizi gratis harap anak ajar kondisi lapar anak hak ajar fokus tumbuh sehat mimpi langit,Negatif
Menkes Budi Gunadi Sadikin menegaskan Kemenkes menyiapkan dukungan ahli gizi untuk program MBG. Ini untuk memastikan agar kasus keracunan makanan tidak terjadi lagi #mbg #gassnow https://t.co/K6BCseOmH3,menkes budi gunadi sadikin kemenkes dukung ahli gizi program mbg racun makan,Positif
Bantuan langsung dirasakan rakyat = MBG Program ini bukan sekadar makanan gratis tapi investasi kesehatan dan pendidikan anak bangsa. Ayo jaga agar berkelanjutan #MakanBergiziGratis #MBG,bantu langsung rasa rakyat mbg program makan gratis investasi sehat didik anak bangsa ayo jaga lanjut,Positif
Program MBG (Makan Bergizi Gratis) adalah solusi konkret untuk mencegah stunting meningkatkan kualitas SDM dan membentuk generasi yang kuat cerdas dan produktif. Gizi hari ini = Kualitas pemimpin esok hari. Kita harus dukung program ini bersama!,program mbg makan gizi gratis solusi konkret cegah stunting tingkat kualitas sdm bentuk generasi kuat cerdas produktif gizi kualitas pimpin esok dukung program,Positif
negara lu udh digoyang bgini kenapa ga makin was dah mbg mulu yg diliat,negara lu udh goyang bgini ga was dah mbg mulu yg liat,Negatif
Jutaan anak Indonesia masih berisiko stunting MBG hadir untuk memutus rantai gizi buruk. Mari kita jadikan ini gerakan bersama bukan sekadar program. #CegahStunting #DukungMBG,juta anak indonesia risiko stunting mbg hadir putus rantai gizi buruk mari jadi gera program,Negatif
Anak-anak adalah masa depan bangsa. Gizi yang cukup bukan sekadar kebutuhan tapi hak dasar untuk tumbuh dan berkembang optimal. Program MBG (Makan Bergizi Gratis) hadir untuk memastikan setiap anak Indonesia mendapatkan asupan bergizi setiap hari,anak anak bangsa gizi butuh hak dasar tumbuh kembang optimal program mbg makan gizi gratis hadir anak indonesia asupan gizi,Negatif
Udh sejauh ini ni orang klo pidato bahas mbg pasti cmn statistik mulu persentase keracunan bukannya minta maaf dan mengevaluasi kenapa hal tsb bisa terjadi. Kita klo di organisasi event atau apalah itu ada satu kasus aja evaluasi besar-besar sampai ada solusi dan preventif,udh ni orang klo pidato bahas mbg cmn statistik mulu persentase racun maaf evaluasi tsb klo organisasi event apa aja evaluasi solusi preventif,Positif
Kalo bisa gua jg mau protes begini njir sekolah anak gua pada mampu semua tapi kenapa terima mbg sih ,kalo gua jg protes njir sekolah anak gua terima mbg sih,Negatif
Perut kenyang otak tenang Dengan MBG anak-anak bisa belajar fokus bukan lagi sibuk menahan lapar. Langkah sederhana tapi dampaknya luar biasa bagi masa depan #MBG #MakanBergiziGratis,perut kenyang otak tenang mbg anak anak ajar fokus sibuk tahan lapar langkah sederhana dampak,Negatif
Investasi terbesar bangsa bukan emas atau minyak tapi anak-anak sehat dan cerdas Program Makan Bergizi Gratis (MBG) menjawab kebutuhan dasar itu. Mari kawal agar sampai ke setiap sekolah ke setiap anak! #MBGUntukAnakBangsa,investasi besar bangsa emas minyak anak anak sehat cerdas program makan gizi gratis mbg butuh dasar mari kawal sekolah anak,Negatif
@thetweetaboutme mbg : mbappe belum gol,mbg mbappe gol,Positif
Tolak MBG.,tolak mbg,Negatif
Jangan biarkan anak-anak kita berjuang dalam lapar dan gizi buruk . MBG adalah solusi nyata untuk pemerataan gizi. Karena setiap anak berhak tumbuh sehat tanpa terkendala perut kosong ️ #DukungMBG #MakanBergiziGratis,biar anak anak juang lapar gizi buruk mbg solusi nyata perata gizi anak hak tumbuh sehat kendala perut kosong,Negatif
GURU TUR KOLOT SISWA ARUNJUK RASA NGADONGSOK DIEUREUNKEUNANA MBG https://t.co/BSTyVbvWsj,guru tur kolot siswa arunjuk ngadongsok dieureunkeunana mbg,Positif
Anak sehat = bangsa kuat Program MBG (Makan Bergizi Gratis) hadir untuk pastikan generasi penerus kita tumbuh cerdas dan kuat. Mari dukung penuh demi masa depan Indonesia! 🇮🇩 #MBGMakanBergizi #GenerasiEmas2045,anak sehat bangsa kuat program mbg makan gizi gratis hadir pasti generasi terus tumbuh cerdas kuat mari dukung penuh indonesia,Positif
lihat update gempa dari twitterr !!! seru bgt emg negaraku. apbn penanggulangan bencana kena potong gatau buat danantara atau proyek mbg ituhhh atau yg lain who knowsss,lihat update gempa twitterr seru bgt emg negara apbn tanggulang bencana kena potong gatau danantara proyek mbg ituhhh yg who knowsss,Negatif
 Dari Sabang sampai Merauke dari desa hingga kota MBG menyatukan anak-anak Indonesia dalam satu meja makan: meja gizi dan kesetaraan! #MakanBergiziGratis #IndonesiaHebat,sabang merauke desa kota mbg satu anak anak indonesia meja makan meja gizi tara,Negatif
Presiden Prabowo Pastikan MBG Jalan Terus Ingatkan Dapur Harus Miliki Alat Sterilisasi dan Tes Kit sebelum Makanan Dikirim https://t.co/b5bEImltku,presiden prabowo pasti mbg jalan ingat dapur milik alat sterilisasi tes kit makan kirim,Positif
salut deh! Berkah drpd proyek MBG yg pnting rakyat bisa kerja https://t.co/ezvXGP2Nca,salut deh berkah drpd proyek mbg yg pnting rakyat kerja,Positif
job opportunity makin banyaaakk berkat MBG https://t.co/m76WXrmXDq,job opportunity banyaaakk berkat mbg,Positif
@mikoladylove bmkg di defund ga si sama si gendut itu buat mbg ,bmkg defund ga si si gendut mbg,Negatif
Aneh bgt sekolah begitu dpt MBG. Emang salah sasaran. Pantesan biayanya mahal tp isi sekadarnya ya. Sekolahnya juga geblek. Masa kalah sama sekolah ade gue yg sekolah negeri dulunya RSBI bisa nolak MBG karena merasa bukan sasarannya pdhl ada yg masuk via jalur afirmasi ,aneh bgt sekolah dpt mbg emang salah sasar pantesan biaya mahal tp isi ya sekolah geblek kalah sekolah ade gue yg sekolah negeri dulunya rsbi nolak mbg sasar pdhl yg masuk via jalur afirmasi,Positif
 Setiap senyum anak setelah makan bergizi adalah energi bagi bangsa. Mari wujudkan Indonesia yang sehat adil dan penuh harapan lewat MBG. #MBG #GenerasiBahagia,senyum anak makan gizi energi bangsa mari wujud indonesia sehat adil penuh harap mbg,Positif
DANDIM 0902/BERAU PANTAU DAPUR MAKAN BERGIZI GRATIS (MBG) SPPG KARANG AMBUN KECAMATAN TANJUNG REDEB KABUPATEN BERAU https://t.co/7kmJ8LZUN0,dandim rau pantau dapur makan gizi gratis mbg sppg karang ambun camat tanjung redeb kabupaten rau,Positif
 Tidak ada bangsa besar tanpa generasi kuat. Program MBG hadir untuk memastikan pondasi kekuatan itu: gizi sehat untuk semua anak. #MakanBergiziGratis #GenerasiTangguh,bangsa generasi kuat program mbg hadir pondasi kuat gizi sehat anak,Negatif
Kalau pendidikan PEJABAT NYA TIDAK BISA MALING MBAJING ... MBG BGN ISINYA BAJINGAN MALING BANGSAT,didik jabat nya maling mbajing mbg bgn isi bajing maling bangsat,Negatif
buka-buka lowongan kerja gini mantul MBG https://t.co/xzKwuXXobR,buka buka lowong kerja gin mantul mbg,Positif
@centildikit O 00sekian yg keracunan MBG tetap menyusahkan orangtua dan anaknya sbg siswa. Dan bisa mempertaruhkan nyawa. Mohon pak presiden lbih konsen yg 0 00sekian ini. Jgn bangga dengan pujian saja,o sekian yg racun mbg susah orangtua anak sbg siswa taruh nyawa mohon presiden lbih konsen yg sekian jgn bangga puji,Positif
pres Prabowo emang top anti ribet di MBG https://t.co/8Y23IONyIw,pres prabowo emang top anti ribet mbg,Negatif
ORI Minta Junk Food Tidak Dimasukkan dalam Menu MBG https://t.co/GWxnani9jc https://t.co/eldUvKD6nj,ori junk food masuk menu mbg,Negatif
Mau MBG atau masuk ITB gratis? Hanya orang gila yang pilih MBG. https://t.co/ipmptJiz9D,mbg masuk itb gratis orang gila pilih mbg,Negatif
thanks MBG rakyat banyak yang dapet kerjaan sekarang https://t.co/zLlhAfcTSY,thanks mbg rakyat dapet kerja,Positif
@numarillisia Ngakak denger ibunya. uwang jajan anak sekola elit bisa 100rb sehari bahkan lebih dikasi menu MBG yang harganya 10rban menangis lah,ngakak denger ibu uwang jajan anak kola elit rb hari kasi menu mbg harga rban menang,Negatif
RS gw lagi sibuk bgt persiapan takut-takut ada KLB (keracunan) karena MBG yg di rujuk kesini. seminggu kemarin kita full bgt sama pelatihan sosialisasi dll sehat sehat deh semoga KLB nya ga kejadian tp kita dh siap tempur sih ini mah,rs gw sibuk bgt siap takut takut klb racun mbg yg rujuk kesini minggu kemarin full bgt latih sosialisasi dll sehat sehat deh moga klb nya ga jadi tp dh tempur sih mah,Positif
 Makanan sehat = Produktivitas bangsa. MBG tak hanya mengenyangkan tapi juga melahirkan tenaga kerja masa depan yang tangguh dan kompetitif. 🇮🇩 #MBG #IndonesiaMaju,makan sehat produktivitas bangsa mbg kenyang lahir tenaga kerja tangguh kompetitif,Positif
 Bayangkan Indonesia 10 tahun lagi... Anak-anak penerima MBG tumbuh sehat cerdas produktif dan siap memimpin bangsa. Inilah investasi jangka panjang kita! #GenerasiEmas #DukungMBG,bayang indonesia anak anak terima mbg tumbuh sehat cerdas produktif pimpin bangsa investasi jangka,Positif
gokil MBG bikin lowongan kerja makin melimpah https://t.co/g9Ie1dyqXg,gokil mbg bikin lowong kerja limpah,Positif
 Dunia melihat Indonesia! Melalui MBG kita tunjukkan kepedulian bangsa terhadap generasi penerusnya. Dari desa sampai kota semua anak berhak makan bergizi. #MakanBergiziGratis #IndonesiaHebat,dunia indonesia mbg tunjuk peduli bangsa generasi terus desa kota anak hak makan gizi,Negatif
🇮🇩 MBG = Langkah nyata melawan stunting! Dengan makanan sehat gratis di sekolah Indonesia bergerak menuju generasi sehat tanpa gizi buruk. #DukungMBG #GenerasiSehat,mbg langkah nyata lawan stunting makan sehat gratis sekolah indonesia gerak generasi sehat gizi buruk,Positif
@kompascom Ga kebayang tuh sekolah pasti berebutan org yg mau jadi PIC MBG,ga bayang tuh sekolah rebut org yg pic mbg,Positif
Temen gue yg anak tekpang dan msh berkecimpung di industri pangan mulai ada sepickup nih ttg MBG dan bener pikirannya sama utk cek GMP dulu,temen gue yg anak tekpang msh kecimpung industri pangan sepickup nih ttg mbg bener pikir utk cek gmp,Negatif
MBG= Makan Beracun Gratis,mbg makan racun gratis,Positif
Kalau anak2ku masih sekolah. Pasti saya juga akan merasa lebih nyaman memberikan anak2 bekal yg gizinya jauh diatas MBG. Apalagi banyak berita soal makanan beracun. Duh..lebih aman bawa bekal hasil masakanku sendiri.,anak ku sekolah nyaman anak bekal yg gizi atas mbg berita makan racun duh aman bawa bekal hasil masakan,Positif
ya mereka makan di union tiap hari aja bisa ngapain join mbg KWKW,ya makan union aja ngapain join mbg kwkw,Positif
 Anak kenyang belajar pun tenang. MBG bukan sekadar makanan tapi fondasi pendidikan yang kuat. Mari wujudkan Indonesia pintar melalui gizi seimbang. #MakanBergiziGratis #BangunBangsa,anak kenyang ajar tenang mbg makan fondasi didik kuat mari wujud indonesia pintar gizi imbang,Positif
@DS_yantie MBG = Makan Beracun Gratis,mbg makan racun gratis,Positif
 Anak kenyang belajar pun tenang. MBG bukan sekadar makanan tapi fondasi pendidikan yang kuat. Mari wujudkan Indonesia pintar melalui gizi seimbang. #MakanBergiziGratis #BangunBangsa,anak kenyang ajar tenang mbg makan fondasi didik kuat mari wujud indonesia pintar gizi imbang,Positif
 Investasi terbaik bangsa adalah gizi anak-anaknya. Program MBG hadir untuk memastikan tidak ada lagi anak sekolah yang belajar dalam keadaan lapar. Mari dukung bersama! #DukungMBG #IndonesiaMaju,investasi baik bangsa gizi anak anak program mbg hadir anak sekolah ajar lapar mari dukung,Negatif
@belajarcuriga @qronoz Berdasarkan laporan pencabutan kartu identitas Diana Valencia dilakukan oleh Erlin Suastini Kepala Biro Pers dan Media Istana (BPMI) karena alasan emosional terkait pertanyaan soal program MBG. Kartu telah dikembalikan dengan permintaan maaf resmi.,dasar lapor cabut kartu identitas ana valencia erlin suastini kepala biro pers media istana bpmi alas emosional kait program mbg kartu kembali minta maaf resmi,Positif
 Makan Bergizi Gratis = Generasi Cerdas Dengan MBG anak-anak Indonesia mendapatkan asupan sehat setiap hari. Generasi sehat prestasi meningkat masa depan bangsa gemilang! 🇮🇩 #MakanBergiziGratis #GenerasiEmas,makan gizi gratis generasi cerdas mbg anak anak indonesia asupan sehat generasi sehat prestasi tingkat bangsa gemilang,Negatif
Dah lah. . MBG kasih mie gelas aja.. Biar uangnya dimakan sama orang korup terus perutnya meledak DUAAARRRRR!! MAMPUS!,dah mbg kasih mie gelas aja biar uang makan orang korup perut ledak duaaarrrrr mampus,Negatif
Sekalian aja cuk Seluruh APBN buat MBG . @prabowo @Gerindra @DPR_RI PROGRAM BIKIN TAI BONUS RACUN TERKORUP DI BUMI . Guru Belum Prioritas Hampir 30% Anggaran Pendidikan 2026 Dipakai untuk MBG https://t.co/UJYlScesn4,aja cuk apbn mbg program bikin tai bonus racun korup bumi guru prioritas anggar didik pakai mbg,Positif
Topics to avoid when speaking with me: - telur dadar kecap - MBG ditunggangi politik - matcha strawberry - hitler meninggal di garut - laki wajib traktir setiap date sbg bentuk sosok provider - ibu ibu amerika nyiapin bekal anak,topics to avoid when speaking with me telur dadar kecap mbg tunggang politik matcha strawberry hitler tinggal garut laki wajib traktir date sbg bentuk sosok provider amerika nyiapin bekal anak,Negatif
Kasus Keracunan MBG Disdik Makassar Janji Perketat Pengawasan https://t.co/f0xc04osHI,racun mbg disdik makassar janji ketat awas,Negatif
Udah paling pas kalau orang tua untuk sementara ini melarang anak2 nya untuk.menyantap makanan dari mbg.udalah nggak seberapa resiko kerancunan membayangi setiap saat.kalau masih ada ortu yg mengizinkan fix ortu nya bahlul,udah pas orang tua larang anak nya santap makan mbg uda nggak resiko kerancunan bayang ortu yg izin fix ortu nya bahlul,Negatif
Orang tua sangat khawatir anaknya mendapat jatah MBG. https://t.co/6Ffs5MvYOy,orang tua khawatir anak jatah mbg,Negatif
asli gokil Pres Prabowo bkin program MBG super rapi https://t.co/vUUgVP8CAu,asli gokil pres prabowo bkin program mbg super rapi,Positif
gokil MBG bikin lowongan kerja makin melimpah https://t.co/LIGyMvVGIL,gokil mbg bikin lowong kerja limpah,Positif
pacar aku yg lucu itu lagi sakit ges doain biar dia cepet sembuh biar balik ngitungin duit mbg lagi,pacar yg lucu sakit ges doain biar cepet sembuh biar ngitungin duit mbg,Positif
@Bintu__Baba Sama seperti anak adik ku.tiap hari selalu diwanti wanti agar jangan makanan dari mbg.iyalah kalau dipikir daripada resiko keracunan mending jgn dimakan nggak mati ini,anak adik ku diwanti wanti makan mbg iya pikir resiko racun mending jgn makan nggak mati,Negatif
Unfortunately i feel like keracunan mbg ini gaakan dianggap serius sampe ada yg meninggal,unfortunately i feel like racun mbg gaakan anggap serius sampe yg tinggal,Negatif
@kurkronmi mbg gas,mbg gas,Negatif
Wali murid SDIT Al Izzah Kota Serang Banten menolak anaknya mendapat makanan dari program MBG. Pemkot Serang pun buka suara. https://t.co/Vd7mjU1zL6,wali murid sdit al izzah kota serang banten tolak anak makan program mbg pemkot serang buka suara,Negatif
@unmagnetism Lagi nyobain masakan MBG..,nyobain masakan mbg,Positif
@__LOVE_AG4EVER Yang ini majalengka mana iya? Berita 7 hari yang lalu. https://t.co/ffh0z0co9Y,majalengka iya berita,Negatif
keren! Program MBG bantu banget buka lapker buat warga https://t.co/8aIgQbRTLb,keren program mbg bantu banget buka lapker warga,Positif
@Kotoneu Beneran. Tapi dikasih makan enak kan kalau di barak itu? Jangan MBG ya. Udah! Ke mana aja sebelumnya kok telat batu nonton.. Cihuy banget. Semoga langgeng terus!,beneran kasih makan enak barak mbg ya udah aja telat batu nonton cihuy banget moga langgeng,Positif
MBG DIPROGRAM UNTUK MEBVNVH GENERASI MUDA? #bitv https://t.co/Mml1osnzD5,mbg program mebvnvh generasi muda,Negatif
thanks MBG rakyat banyak yang dapet kerjaan sekarang https://t.co/xoYmI1HnmM,thanks mbg rakyat dapet kerja,Positif
Badan Gizi Nasional Beri Insentif Rp100 Ribu untuk Guru Penanggung Jawab Program Makan Bergizi #mbg https://t.co/UWgj1Z2IBX,badan gizi nasional insentif rp ribu guru tanggung program makan gizi,Negatif
Kok Bisa Ribuan Dapur MBG Beroperasi tanpa Sertifikat Higiene https://t.co/OrPG5EB3XQ https://t.co/wXtLdOjChl,ribu dapur mbg operasi sertifikat higiene,Positif
@SobatBandar emang tolol terlalu dipaksain emang ini mbg,emang tolol dipaksain emang mbg,Negatif
not my mom ngasih tau kalo sekolah deket rumah pada keracunan MBG dan skrg rumah sakit penuh,not my mom ngasih tau kalo sekolah deket rumah racun mbg skrg rumah sakit penuh,Positif
Wartawan Dianiaya Saat Liput Keracunan MBG di Jaktim Begini Kronologisnya via @kedaipenacom https://t.co/orEwFZlxtS,wartawan aniaya liput racun mbg jaktim kronologis via,Negatif
Program Makan Bergizi Gratis (MBG) menjadi salah satu perhatian serius Kodim 0902/Berau. Dandim 0902/Berau Letkol Inf Wirahady Harahap melakukan peninjauan langsung ke dapur MBG Satuan Pelayanan Pemenuhan Gizi (SPPG) di Karang Ambun Kecamatan Tanjung Redeb Kabupaten Berau. https://t.co/e1tkXjO6o3,program makan gizi gratis mbg salah perhati serius kodim rau dandim rau letkol inf wirahady harahap tinjau langsung dapur mbg satu layan penuh gizi sppg karang ambun camat tanjung redeb kabupaten rau,Negatif
mahasiswa jg butuh mbg,mahasiswa jg butuh mbg,Negatif
Iwakum Desak Polisi Tangkap Penganiaya Jurnalis di Dapur MBG Jaktim via @kedaipenacom https://t.co/dU4PEwaYpJ,iwakum desak polisi tangkap aniaya jurnalis dapur mbg jaktim via,Negatif
MBG ampas,mbg ampas,Negatif
@fiantafs @zanatul_91 Sebagai bentuk dukungan setiap guru PIC akan menerima insentif sebesar Rp 100.000 per hari penugasan. Dana insentif bersumber dari biaya operasional Satuan Pelayanan Pemenuhan Gizi (SPPG) sekolah terkait dan akan dicairkan setiap 10 hari sekali. baca: https://t.co/DVo9TfuvMH.,bentuk dukung guru pic terima insentif rp tugas dana insentif sumber biaya operasional satu layan penuh gizi sppg sekolah kait cair baca,Positif
@holapixie kasih aku serbuk pixie dulu aku mau terbang menemui ratu clarion. katanya dia lagi butuh mbg... #prioritas #buzzer02,kasih serbuk pixie terbang temu ratu clarion butuh mbg,Positif
Dulu kita bersyukur sama bekal makanan ibu yang enak Makanan di kantin mie ayam pakde ketoprak bude gorengan 4 bayar 2 Ditambah ale ale granita teh gelas juga Tapi sekarang mereka malah sibuk MBG:(,syukur bekal makan enak makan kantin mie ayam pakde ketoprak bude goreng bayar tambah ale ale granita teh gelas sibuk mbg,Positif
Denger cerita adek gua kaga mau makan dari program MBG bangga bgt gua anak 7 tahun aja takut grgr berita keracunan MBG ehh Presiden cuma nganggep hanya 0 00017%,denger cerita adek gua kaga makan program mbg bangga bgt gua anak aja takut grgr berita racun mbg ehh presiden nganggep,Negatif
@DambaanA Makan siang yg di buat di kantin dapur sekolah aman2 saja selama 10th om sultan. Malah di paksa tutup dapurnya sekolah di suruh ikut MBG saja. Sekolah elite juga di paksa ikut MBG https://t.co/o2ny5NNmsL,makan siang yg kantin dapur sekolah aman th om sultan paksa tutup dapur sekolah suruh mbg sekolah elite paksa mbg,Negatif
@indahtobrut_ @salam4jari Ya benar. Berdasarkan SE BGN Nomor 5/2025 guru penanggung jawab program Makan Bergizi Gratis (MBG) mendapat insentif Rp 100.000 per hari penugasan dicairkan setiap 10 hari. Prioritas untuk guru honorer dengan rotasi harian. Sumber: https://t.co/9vAjhQfcLS ,ya dasar bgn nomor guru tanggung program makan gizi gratis mbg insentif rp tugas cair prioritas guru honorer rotasi hari sumber,Positif
Badan Gizi Nasional Tegaskan Pemerintah Tanggung Biaya Pasien Keracunan MBG Simak Selengkapnya : https://t.co/r4DlFEWFCS Baca artikel lainnya di : https://t.co/fH6UsGJzKY #News #Most1058 #BGN #Pemerintah #Biaya #MBG,badan gizi nasional tegas perintah tanggung biaya pasien racun mbg simak lengkap baca artikel,Negatif
stengah tiang ini lebih cocok didedikasikan buat anak anak yg keracunan mbg,stengah tiang cocok dedikasi anak anak yg racun mbg,Negatif
Diana Valencia jurnalis CNN sempat dicabut ID Istana usai tanya Prabowo soal MBG jadi sorotan publik dan simbol kebebasan pers. https://t.co/uT5nZG8731 #dianavalencia #jurnalisCNN #kebebasanpers,ana valencia jurnalis cnn cabut id istana prabowo mbg sorot publik simbol bebas pers,Negatif
Lagian kita yang ga mampu juga ogah kalo kebagian mbg bu,ga ogah kalo bagi mbg bu,Negatif
itu sekolah juga pas siang udah dapet catering jadi buat apa anjirr ada mbg wkwk,sekolah pas siang udah dapet catering anjirr mbg wkwk,Positif
@__AnakKolong @KemensetnegRI Sandiwara apa yg dipertontonkan kpd rakyat.? Setelah m'kritisi kenaikan cukai rokok sprti Fir'aun &amp; menguap cerita pngemplang pajak 60 T &amp; hilang tantang kritik @rockygerung &amp; kawal MBG lantas skrg ngomongin Harga asli BBM tpi apa manfaat utk rakyat.? https://t.co/dHPfwrHlAE,sandiwara yg tonton kpd rakyat m kritisi naik cukai rokok sprti fir aun amp uap cerita pngemplang pajak t amp hilang tantang kritik amp kawal mbg lantas skrg ngomongin harga asli bbm tpi manfaat utk rakyat,Negatif
jdi berkah bwt yg cari kerja thx MBG https://t.co/mx0lnetafo,jdi berkah bwt yg cari kerja thx mbg,Positif
Ya Allah udah ada aja mbg core ,ya allah udah aja mbg core,Positif
 : kamu sayang aku gak? : sayang : semana? : sebanyak anak yang keracunan MBG : ........ ,sayang gak sayang mana anak racun mbg,Negatif
